,street_address,zipcode,num_bedrooms,num_bathrooms,home_price,latest_saledate,latest_salemonth,latest_saleyear,URL
7334,715 Mendocino Ln,78737,3,3,877300,15,1,2021,https://www.zillow.com/homedetails/715-Mendocino-Ln-Austin-TX-78737/243293019_zpid/
7335,7200 Lysander Ct,78741,3,3,643200,26,2,2021,https://www.zillow.com/homedetails/7200-Lysander-Ct-Austin-TX-78741/124843255_zpid/
7336,7201 Boyle Ln,78724,3,3,,8,3,2021,https://www.zillow.com/homedetails/7201-Boyle-Ln-Austin-TX-78724/2075330963_zpid/
7337,7201 Lenora St,78745,4,3,,9,3,2021,https://www.zillow.com/homedetails/7201-Lenora-St-Austin-TX-78745/2098188258_zpid/
7338,7202 Desert Rose Cv,78750,4,3,1155200,2,3,2021,https://www.zillow.com/homedetails/7202-Desert-Rose-Cv-Austin-TX-78750/29358955_zpid/
7339,7204 Brick Slope Path,78744,3,3,583700,14,10,2021,https://www.zillow.com/homedetails/7204-Brick-Slope-Path-Austin-TX-78744/145656842_zpid/
7340,7204 Razors Edge Dr,78744,4,3,563000,14,5,2021,https://www.zillow.com/homedetails/7204-Razors-Edge-Dr-Austin-TX-78744/145656721_zpid/
7341,7204 Redding Dr #202,78745,3,3,495900,7,12,2021,https://www.zillow.com/homedetails/7204-Redding-Dr-202-Austin-TX-78745/331630107_zpid/
7342,7204 Twilight Mesa Dr,78737,3,3,1522300,29,8,2020,https://www.zillow.com/homedetails/7204-Twilight-Mesa-Dr-Austin-TX-78737/64619579_zpid/
7343,7205 Boyle Dr,78724,3,3,727700,27,10,2021,https://www.zillow.com/homedetails/7205-Boyle-Dr-Austin-TX-78724/70334262_zpid/
7344,7207 S Brook Dr,78736,3,3,679700,23,7,2021,https://www.zillow.com/homedetails/7207-S-Brook-Dr-Austin-TX-78736/29479358_zpid/
7345,7208 Cut Plains Trl,78726,4,3,,11,5,2021,https://www.zillow.com/homedetails/7208-Cut-Plains-Trl-Austin-TX-78726/2093391880_zpid/
7346,7209 Boyle Ln,78724,3,3,,17,5,2021,https://www.zillow.com/homedetails/7209-Boyle-Ln-Austin-TX-78724/2074527676_zpid/
7347,7209 Nine Oaks Cv,78759,4,3,1444600,8,12,2021,https://www.zillow.com/homedetails/7209-Nine-Oaks-Cv-Austin-TX-78759/29367988_zpid/
7348,720 Tillery St,78702,2,3,,1,12,2020,https://www.zillow.com/homedetails/720-Tillery-St-Austin-TX-78702/2077462887_zpid/
7349,7211 Coronado Cir,78752,2,3,383700,9,4,2021,https://www.zillow.com/homedetails/7211-Coronado-Cir-Austin-TX-78752/29412078_zpid/
7350,7217 Cherry Beam Path,78744,5,3,644500,30,12,2021,https://www.zillow.com/homedetails/7217-Cherry-Beam-Path-Austin-TX-78744/145657772_zpid/
7351,7220 Cherry Beam Path,78744,3,3,490400,22,11,2021,https://www.zillow.com/homedetails/7220-Cherry-Beam-Path-Austin-TX-78744/145656841_zpid/
7352,7224 Derby Downs Dr,78747,4,3,526800,22,6,2021,https://www.zillow.com/homedetails/7224-Derby-Downs-Dr-Austin-TX-78747/80087467_zpid/
7353,7228 Cherry Beam Path,78744,4,3,619500,19,1,2022,https://www.zillow.com/homedetails/7228-Cherry-Beam-Path-Austin-TX-78744/241933005_zpid/
7354,7233 Menchaca Rd #10,78745,3,3,,19,1,2021,https://www.zillow.com/homedetails/7233-Menchaca-Rd-10-Austin-TX-78745/2076825571_zpid/
7355,7233 Menchaca Rd #12,78745,3,3,,2,3,2021,https://www.zillow.com/homedetails/7233-Menchaca-Rd-12-Austin-TX-78745/2075625441_zpid/
7356,7233 Menchaca Rd #14,78745,3,3,598700,23,8,2021,https://www.zillow.com/homedetails/7233-Menchaca-Rd-14-Austin-TX-78745/112088029_zpid/
7357,7301 Beckett Rd,78749,3,3,802300,15,4,2021,https://www.zillow.com/homedetails/7301-Beckett-Rd-Austin-TX-78749/29483424_zpid/
7358,7302 Bennett Ave #A,78752,2,3,569300,16,3,2021,https://www.zillow.com/homedetails/7302-Bennett-Ave-A-Austin-TX-78752/241931953_zpid/
7359,7302 John Blocker Dr,78749,3,3,692200,12,10,2021,https://www.zillow.com/homedetails/7302-John-Blocker-Dr-Austin-TX-78749/29483935_zpid/
7360,7303 Oberon St,78741,3,3,,15,10,2021,https://www.zillow.com/homedetails/7303-Oberon-St-Austin-TX-78741/2094517580_zpid/
7361,7303 Rankin Trl,78729,4,3,837300,16,3,2022,https://www.zillow.com/homedetails/7303-Rankin-Trl-Austin-TX-78729/29584642_zpid/
7362,7304 Cave Holw,78750,3,3,723800,1,7,2021,https://www.zillow.com/homedetails/7304-Cave-Holw-Austin-TX-78750/58298769_zpid/
7363,7304 Preserve View Run,78726,3,3,839300,6,4,2021,https://www.zillow.com/homedetails/7304-Preserve-View-Run-Austin-TX-78726/145654576_zpid/
7364,7305 Bluntleaf Cv,78750,4,3,1168400,7,2,2022,https://www.zillow.com/homedetails/7305-Bluntleaf-Cv-Austin-TX-78750/29359080_zpid/
7365,7305 Merrick Ln,78745,3,3,511500,29,12,2021,https://www.zillow.com/homedetails/7305-Merrick-Ln-Austin-TX-78745/251030026_zpid/
7366,7305 Waterline Rd,78731,4,3,1354400,8,3,2021,https://www.zillow.com/homedetails/7305-Waterline-Rd-Austin-TX-78731/29353567_zpid/
7367,7305 W Rim Dr,78731,4,3,1717400,1,12,2021,https://www.zillow.com/homedetails/7305-W-Rim-Dr-Austin-TX-78731/29355792_zpid/
7368,7307 Mesa Dr,78731,4,3,2119100,6,4,2021,https://www.zillow.com/homedetails/7307-Mesa-Dr-Austin-TX-78731/29353670_zpid/
7369,7309 Red Pebble Rd,78739,3,3,889700,9,12,2021,https://www.zillow.com/homedetails/7309-Red-Pebble-Rd-Austin-TX-78739/79980985_zpid/
7370,7312 E Ben White Blvd APT 1,78741,3,3,555900,21,6,2021,https://www.zillow.com/homedetails/7312-E-Ben-White-Blvd-APT-1-Austin-TX-78741/64871775_zpid/
7371,7313 Jaborandi Dr,78739,3,3,932400,31,8,2021,https://www.zillow.com/homedetails/7313-Jaborandi-Dr-Austin-TX-78739/70346233_zpid/
7372,7314 Acela Trl,78744,3,3,616100,20,4,2021,https://www.zillow.com/homedetails/7314-Acela-Trl-Austin-TX-78744/2076530516_zpid/
7373,7317 Moucherolle Dr,78738,4,3,1033300,5,3,2021,https://www.zillow.com/homedetails/7317-Moucherolle-Dr-Austin-TX-78738/331627391_zpid/
7374,7318 Acela Trl,78744,3,3,,25,4,2021,https://www.zillow.com/homedetails/7318-Acela-Trl-Austin-TX-78744/2076749693_zpid/
7375,731 Catalina Ln,78737,4,3,877700,20,3,2020,https://www.zillow.com/homedetails/731-Catalina-Ln-Austin-TX-78737/243292691_zpid/
7376,7321 Highland Bluff Cv,78735,3,3,695500,11,8,2021,https://www.zillow.com/homedetails/7321-Highland-Bluff-Cv-Austin-TX-78735/119619198_zpid/
7377,7333 Brecourt Manor Way,78739,3,3,906100,1,3,2021,https://www.zillow.com/homedetails/7333-Brecourt-Manor-Way-Austin-TX-78739/70342811_zpid/
7378,7337 Menchaca Rd #22,78745,3,3,600300,22,3,2021,https://www.zillow.com/homedetails/7337-Menchaca-Rd-22-Austin-TX-78745/119622997_zpid/
7379,733 Patterson Ave,78703,2,3,802200,26,2,2021,https://www.zillow.com/homedetails/733-Patterson-Ave-Austin-TX-78703/29329328_zpid/
7380,7400 Valburn Dr,78731,5,3,1796300,26,4,2022,https://www.zillow.com/homedetails/7400-Valburn-Dr-Austin-TX-78731/29355906_zpid/
7381,7400 Wynkoop Ct,78744,3,3,425200,11,2,2021,https://www.zillow.com/homedetails/7400-Wynkoop-Ct-Austin-TX-78744/2079524055_zpid/
7382,7401 Peggie Nell Dr,78724,5,3,593500,4,10,2021,https://www.zillow.com/homedetails/7401-Peggie-Nell-Dr-Austin-TX-78724/331628106_zpid/
7383,7402 Mifflin Kenedy Ter,78749,4,3,930400,14,7,2021,https://www.zillow.com/homedetails/7402-Mifflin-Kenedy-Ter-Austin-TX-78749/29484188_zpid/
7384,7402 Taylor Knoll Ct,78744,3,3,,5,3,2021,https://www.zillow.com/homedetails/7402-Taylor-Knoll-Ct-Austin-TX-78744/2079524064_zpid/
7385,7403 Kulmala Ln,78741,3,3,,27,4,2022,https://www.zillow.com/homedetails/7403-Kulmala-Ln-Austin-TX-78741/2086318291_zpid/
7386,7404 Mifflin Kenedy Ter,78749,3,3,702200,29,10,2021,https://www.zillow.com/homedetails/7404-Mifflin-Kenedy-Ter-Austin-TX-78749/29484189_zpid/
7387,740 Jacksdaw Dr,78737,4,3,1155500,24,3,2022,https://www.zillow.com/homedetails/740-Jacksdaw-Dr-Austin-TX-78737/250405089_zpid/
7388,7410 Harmony Shoals Bnd,78744,3,3,545500,18,3,2021,https://www.zillow.com/homedetails/7410-Harmony-Shoals-Bnd-Austin-TX-78744/2079524028_zpid/
7389,7412 Janes Ranch Rd,78744,3,3,700300,15,3,2021,https://www.zillow.com/homedetails/7412-Janes-Ranch-Rd-Austin-TX-78744/241933102_zpid/
7390,7412 Journeyville Dr,78735,4,3,1323300,20,8,2021,https://www.zillow.com/homedetails/7412-Journeyville-Dr-Austin-TX-78735/70342541_zpid/
7391,7412 Mifflin Kenedy Ter,78749,3,3,883600,26,3,2021,https://www.zillow.com/homedetails/7412-Mifflin-Kenedy-Ter-Austin-TX-78749/29481341_zpid/
7392,7413 Vol Walker Dr,78749,3,3,691000,14,10,2021,https://www.zillow.com/homedetails/7413-Vol-Walker-Dr-Austin-TX-78749/29483945_zpid/
7393,7414 Harmony Shoals Bnd,78744,3,3,417200,30,4,2021,https://www.zillow.com/homedetails/7414-Harmony-Shoals-Bnd-Austin-TX-78744/2079524019_zpid/
7394,7415 Shadywood Dr,78745,3,3,539600,21,10,2021,https://www.zillow.com/homedetails/7415-Shadywood-Dr-Austin-TX-78745/29501317_zpid/
7395,7416 Moon Rock Rd,78739,3,3,1077800,7,5,2021,https://www.zillow.com/homedetails/7416-Moon-Rock-Rd-Austin-TX-78739/70342841_zpid/
7396,7420 Wisteria Valley Dr,78739,4,3,1247000,28,2,2022,https://www.zillow.com/homedetails/7420-Wisteria-Valley-Dr-Austin-TX-78739/70346196_zpid/
7397,7500 Daves Landing Dr,78724,4,3,,27,8,2021,https://www.zillow.com/homedetails/7500-Daves-Landing-Dr-Austin-TX-78724/2077160639_zpid/
7398,7508 Belfair Ter,78745,3,3,632400,14,7,2021,https://www.zillow.com/homedetails/7508-Belfair-Ter-Austin-TX-78745/251034456_zpid/
7399,7509 Bethune Ave #A,78752,3,3,622700,8,12,2021,https://www.zillow.com/homedetails/7509-Bethune-Ave-A-Austin-TX-78752/2067983780_zpid/
7400,7511 Old Bee Caves Rd,78735,4,3,,14,3,2022,https://www.zillow.com/homedetails/7511-Old-Bee-Caves-Rd-Austin-TX-78735/2065769651_zpid/
7401,7512 Lobelia Dr,78729,4,3,888900,28,12,2021,https://www.zillow.com/homedetails/7512-Lobelia-Dr-Austin-TX-78729/29572580_zpid/
7402,7515 Roaring Springs Dr,78736,4,3,972600,17,5,2021,https://www.zillow.com/homedetails/7515-Roaring-Springs-Dr-Austin-TX-78736/70342588_zpid/
7403,7518 Windrush Dr,78729,4,3,655000,29,9,2021,https://www.zillow.com/homedetails/7518-Windrush-Dr-Austin-TX-78729/29582512_zpid/
7404,751 E Oltorf St,78704,3,3,595400,18,5,2021,https://www.zillow.com/homedetails/751-E-Oltorf-St-Austin-TX-78704/29462141_zpid/
7405,7521 Knockfin Dr,78744,4,3,593500,18,3,2022,https://www.zillow.com/homedetails/7521-Knockfin-Dr-Austin-TX-78744/245143245_zpid/
7406,7600 Darby Swank Vw REAR 6,78744,3,3,,6,1,2022,https://www.zillow.com/homedetails/7600-Darby-Swank-Vw-REAR-6-Austin-TX-78744/2068833632_zpid/
7407,7602 Banpass Ln,78736,3,3,559200,21,1,2022,https://www.zillow.com/homedetails/7602-Banpass-Ln-Austin-TX-78736/29478056_zpid/
7408,7604 Bettis Trophy Dr,78739,4,3,1338600,30,9,2021,https://www.zillow.com/homedetails/7604-Bettis-Trophy-Dr-Austin-TX-78739/83823596_zpid/
7409,7605 Seneca Falls Loop,78739,4,3,1137300,27,8,2021,https://www.zillow.com/homedetails/7605-Seneca-Falls-Loop-Austin-TX-78739/64803325_zpid/
7410,7606 Kiva Dr,78749,3,3,741500,23,4,2021,https://www.zillow.com/homedetails/7606-Kiva-Dr-Austin-TX-78749/29486624_zpid/
7411,7606 Latta Dr,78749,3,3,1239200,12,3,2021,https://www.zillow.com/homedetails/7606-Latta-Dr-Austin-TX-78749/29486480_zpid/
7412,7608 Leitrim Way,78754,5,3,553600,31,3,2021,https://www.zillow.com/homedetails/7608-Leitrim-Way-Austin-TX-78754/331621296_zpid/
7413,7608 Peccary Dr,78744,5,3,650600,20,4,2021,https://www.zillow.com/homedetails/7608-Peccary-Dr-Austin-TX-78744/241938271_zpid/
7414,7611 Black Mountain Dr,78736,5,3,1081000,3,6,2021,https://www.zillow.com/homedetails/7611-Black-Mountain-Dr-Austin-TX-78736/70327843_zpid/
7415,7620 Groundhog Way,78744,4,3,763300,18,3,2022,https://www.zillow.com/homedetails/7620-Groundhog-Way-Austin-TX-78744/249891172_zpid/
7416,7625 Knockfin Dr,78744,4,3,,11,1,2021,https://www.zillow.com/homedetails/7625-Knockfin-Dr-Austin-TX-78744/2077074897_zpid/
7417,7629 Cayenne Ln,78741,4,3,512900,29,9,2021,https://www.zillow.com/homedetails/7629-Cayenne-Ln-Austin-TX-78741/80094207_zpid/
7418,7702 Kiva Dr,78749,3,3,898500,28,4,2022,https://www.zillow.com/homedetails/7702-Kiva-Dr-Austin-TX-78749/29486629_zpid/
7419,7702 Shadyrock Dr,78731,4,3,1273400,26,8,2021,https://www.zillow.com/homedetails/7702-Shadyrock-Dr-Austin-TX-78731/29355630_zpid/
7420,7703 Ridgestone Dr,78731,4,3,2302400,6,8,2021,https://www.zillow.com/homedetails/7703-Ridgestone-Dr-Austin-TX-78731/29353475_zpid/
7421,7708 Kiva Dr,78749,4,3,890300,16,8,2021,https://www.zillow.com/homedetails/7708-Kiva-Dr-Austin-TX-78749/29486632_zpid/
7422,7708 San Felipe Blvd,78729,2,3,447100,11,1,2021,https://www.zillow.com/homedetails/7708-San-Felipe-Blvd-Austin-TX-78729/64442572_zpid/
7423,7709 Evaline Ln,78745,3,3,878900,26,2,2021,https://www.zillow.com/homedetails/7709-Evaline-Ln-Austin-TX-78745/29495375_zpid/
7424,7709 Menchaca Rd #36,78745,3,3,621300,15,12,2021,https://www.zillow.com/homedetails/7709-Menchaca-Rd-36-Austin-TX-78745/122585889_zpid/
7425,7716 Donnelley Dr,78744,4,3,664000,2,5,2022,https://www.zillow.com/homedetails/7716-Donnelley-Dr-Austin-TX-78744/251034135_zpid/
7426,7717 Donnelley Dr,78744,2,3,792300,14,2,2022,https://www.zillow.com/homedetails/7717-Donnelley-Dr-Austin-TX-78744/305433582_zpid/
7427,7728 Kiva Dr,78749,3,3,778800,3,11,2021,https://www.zillow.com/homedetails/7728-Kiva-Dr-Austin-TX-78749/29486637_zpid/
7428,7800 Southwest Pkwy UNIT 414,78735,2,3,653200,10,12,2021,https://www.zillow.com/homedetails/7800-Southwest-Pkwy-UNIT-414-Austin-TX-78735/70351986_zpid/
7429,7804 Yokohama Ter,78744,3,3,842200,6,8,2021,https://www.zillow.com/homedetails/7804-Yokohama-Ter-Austin-TX-78744/251034382_zpid/
7430,7805 Cooper Ln UNIT 403,78745,2,3,439900,6,8,2021,https://www.zillow.com/homedetails/7805-Cooper-Ln-UNIT-403-Austin-TX-78745/241938819_zpid/
7431,7805 Cooper Ln UNIT 603,78745,2,3,460600,25,8,2021,https://www.zillow.com/homedetails/7805-Cooper-Ln-UNIT-603-Austin-TX-78745/251036288_zpid/
7432,7821 Tee Dr,78747,3,3,438000,30,12,2021,https://www.zillow.com/homedetails/7821-Tee-Dr-Austin-TX-78747/89549773_zpid/
7433,7825 El Dorado Dr,78737,3,3,994900,4,11,2021,https://www.zillow.com/homedetails/7825-El-Dorado-Dr-Austin-TX-78737/29492287_zpid/
7434,7858 El Dorado Dr,78737,4,3,1006000,22,10,2021,https://www.zillow.com/homedetails/7858-El-Dorado-Dr-Austin-TX-78737/29487622_zpid/
7435,7900 Comfort Cv,78731,3,3,937300,5,11,2021,https://www.zillow.com/homedetails/7900-Comfort-Cv-Austin-TX-78731/29355504_zpid/
7436,7903 Donnelley Dr,78744,2,3,757100,28,9,2021,https://www.zillow.com/homedetails/7903-Donnelley-Dr-Austin-TX-78744/305433564_zpid/
7437,7906 Bracken Ct,78731,3,3,990400,12,1,2022,https://www.zillow.com/homedetails/7906-Bracken-Ct-Austin-TX-78731/29355355_zpid/
7438,7906 Eudora Ln,78747,4,3,525000,30,9,2021,https://www.zillow.com/homedetails/7906-Eudora-Ln-Austin-TX-78747/70334780_zpid/
7439,7907 Lecompte Rd,78717,4,3,735300,4,10,2021,https://www.zillow.com/homedetails/7907-Lecompte-Rd-Austin-TX-78717/29547852_zpid/
7440,7908 Adelaide Dr,78739,3,3,932200,10,1,2022,https://www.zillow.com/homedetails/7908-Adelaide-Dr-Austin-TX-78739/70343119_zpid/
7441,7908 Comfort Cv,78731,3,3,991300,5,11,2021,https://www.zillow.com/homedetails/7908-Comfort-Cv-Austin-TX-78731/29355502_zpid/
7442,7908 Gilwice Ln,78744,4,3,578900,9,2,2021,https://www.zillow.com/homedetails/7908-Gilwice-Ln-Austin-TX-78744/251035996_zpid/
7443,7908 Lecompte Rd,78717,5,3,701100,5,1,2022,https://www.zillow.com/homedetails/7908-Lecompte-Rd-Austin-TX-78717/29547902_zpid/
7444,7908 Yokohama Ter,78744,4,3,755400,14,2,2022,https://www.zillow.com/homedetails/7908-Yokohama-Ter-Austin-TX-78744/251035554_zpid/
7445,7909 Vivid Sky Ln,78748,2,3,568300,25,8,2021,https://www.zillow.com/homedetails/7909-Vivid-Sky-Ln-Austin-TX-78748/251032093_zpid/
7446,7912 Orizzonte St,78744,3,3,775600,12,11,2021,https://www.zillow.com/homedetails/7912-Orizzonte-St-Austin-TX-78744/251034760_zpid/
7447,7913 Ryans Way,78726,4,3,,13,8,2021,https://www.zillow.com/homedetails/7913-Ryans-Way-Austin-TX-78726/2083627365_zpid/
7448,7914 Ryans Way,78726,4,3,,7,5,2021,https://www.zillow.com/homedetails/7914-Ryans-Way-Austin-TX-78726/2085431705_zpid/
7449,7915 Ryans Way,78726,4,3,,17,9,2021,https://www.zillow.com/homedetails/7915-Ryans-Way-Austin-TX-78726/2085431707_zpid/
7450,7917 Floracita Ln #28,78735,3,3,,10,9,2021,https://www.zillow.com/homedetails/7917-Floracita-Ln-28-Austin-TX-78735/2078391272_zpid/
7451,7917 Linnie Ln,78724,4,3,524400,3,12,2021,https://www.zillow.com/homedetails/7917-Linnie-Ln-Austin-TX-78724/331625951_zpid/
7452,7919 Finch Trl,78745,3,3,750100,1,2,2021,https://www.zillow.com/homedetails/7919-Finch-Trl-Austin-TX-78745/29498392_zpid/
7453,7921 Beacon Knob Way,78744,4,3,685200,22,1,2021,https://www.zillow.com/homedetails/7921-Beacon-Knob-Way-Austin-TX-78744/249891259_zpid/
7454,7924 Yellow Thistle Trl #39,78735,3,3,760300,23,11,2021,https://www.zillow.com/homedetails/7924-Yellow-Thistle-Trl-39-Austin-TX-78735/2078389893_zpid/
7455,7928 Springfield Dr,78744,3,3,521900,14,4,2022,https://www.zillow.com/homedetails/7928-Springfield-Dr-Austin-TX-78744/241938247_zpid/
7456,7928 Wheel Rim Cir,78749,3,3,688900,2,12,2021,https://www.zillow.com/homedetails/7928-Wheel-Rim-Cir-Austin-TX-78749/29487061_zpid/
7457,7928 Yellow Thistle Trl #37,78735,3,3,,8,11,2021,https://www.zillow.com/homedetails/7928-Yellow-Thistle-Trl-37-Austin-TX-78735/2077289536_zpid/
7458,8001 Beacon Knob Way,78744,4,3,679600,27,1,2022,https://www.zillow.com/homedetails/8001-Beacon-Knob-Way-Austin-TX-78744/247467618_zpid/
7459,8003 Castle Peake Trl,78726,4,3,779900,9,7,2021,https://www.zillow.com/homedetails/8003-Castle-Peake-Trl-Austin-TX-78726/29368587_zpid/
7460,8005 Frida Bnd,78744,2,3,428400,28,4,2021,https://www.zillow.com/homedetails/8005-Frida-Bnd-Austin-TX-78744/2072229108_zpid/
7461,8007 Epping Ln,78745,3,3,851600,26,4,2021,https://www.zillow.com/homedetails/8007-Epping-Ln-Austin-TX-78745/29498402_zpid/
7462,8009 Landsman Dr,78736,3,3,721700,24,3,2022,https://www.zillow.com/homedetails/8009-Landsman-Dr-Austin-TX-78736/29479432_zpid/
7463,800 Embassy Dr APT 604,78702,3,3,1360200,3,5,2021,https://www.zillow.com/homedetails/800-Embassy-Dr-APT-604-Austin-TX-78702/2088602967_zpid/
7464,800 Embassy Dr APT 607,78702,2,3,1059400,25,11,2020,https://www.zillow.com/homedetails/800-Embassy-Dr-APT-607-Austin-TX-78702/305425874_zpid/
7465,8011 Niles Cv,78737,4,3,2006500,8,1,2021,https://www.zillow.com/homedetails/8011-Niles-Cv-Austin-TX-78737/28587752_zpid/
7466,8012 Evadean Cir,78745,4,3,895000,1,3,2021,https://www.zillow.com/homedetails/8012-Evadean-Cir-Austin-TX-78745/58316288_zpid/
7467,8013 Fierro Cv,78729,4,3,712800,18,10,2021,https://www.zillow.com/homedetails/8013-Fierro-Cv-Austin-TX-78729/29558173_zpid/
7468,8013 Orizzonte St,78744,3,3,562500,28,1,2021,https://www.zillow.com/homedetails/8013-Orizzonte-St-Austin-TX-78744/305433606_zpid/
7469,8017 Baxter Springs Rd,78745,4,3,688700,7,2,2022,https://www.zillow.com/homedetails/8017-Baxter-Springs-Rd-Austin-TX-78745/58316318_zpid/
7470,801 E 44th St #1,78751,4,3,956500,1,2,2022,https://www.zillow.com/homedetails/801-E-44th-St-1-Austin-TX-78751/2068608928_zpid/
7471,801 Jewell St,78704,4,3,3085500,26,3,2021,https://www.zillow.com/homedetails/801-Jewell-St-Austin-TX-78704/29322657_zpid/
7472,801 N Bluff Dr BUILDING 48,78745,3,3,601300,3,12,2021,https://www.zillow.com/homedetails/801-N-Bluff-Dr-BUILDING-48-Austin-TX-78745/305427382_zpid/
7473,801 Sheraton Ave,78745,4,3,734800,22,4,2022,https://www.zillow.com/homedetails/801-Sheraton-Ave-Austin-TX-78745/70348782_zpid/
7474,802 Cardinal Ln #B,78704,3,3,950700,1,9,2021,https://www.zillow.com/homedetails/802-Cardinal-Ln-B-Austin-TX-78704/114407183_zpid/
7475,803 Copper Frond Way,78748,4,3,,30,9,2021,https://www.zillow.com/homedetails/803-Copper-Frond-Way-Austin-TX-78748/2069733865_zpid/
7476,803 Mill St,78702,3,3,1432300,24,8,2021,https://www.zillow.com/homedetails/803-Mill-St-Austin-TX-78702/29385413_zpid/
7477,804 Cedar Gln,78745,3,3,912300,28,10,2021,https://www.zillow.com/homedetails/804-Cedar-Gln-Austin-TX-78745/29485820_zpid/
7478,804 Philco Dr #A,78745,3,3,1096600,4,6,2021,https://www.zillow.com/homedetails/804-Philco-Dr-A-Austin-TX-78745/2071629267_zpid/
7479,804 W Annie St UNIT 1,78704,4,3,2720800,10,6,2021,https://www.zillow.com/homedetails/804-W-Annie-St-UNIT-1-Austin-TX-78704/305428342_zpid/
7480,805 W Oltorf St,78704,3,3,1643300,14,6,2021,https://www.zillow.com/homedetails/805-W-Oltorf-St-Austin-TX-78704/29473264_zpid/
7481,806 Bouldin Ave,78704,4,3,1589700,7,6,2021,https://www.zillow.com/homedetails/806-Bouldin-Ave-Austin-TX-78704/29323776_zpid/
7482,806 Ethel St,78704,3,3,3090300,22,12,2021,https://www.zillow.com/homedetails/806-Ethel-St-Austin-TX-78704/29324931_zpid/
7483,808 Leonard St,78705,3,3,1599400,30,4,2021,https://www.zillow.com/homedetails/808-Leonard-St-Austin-TX-78705/29395964_zpid/
7484,808 Loomis Dr,78738,4,3,,29,12,2021,https://www.zillow.com/homedetails/808-Loomis-Dr-Austin-TX-78738/2067488359_zpid/
7485,809 Kinney Ave,78704,3,3,1841300,12,2,2021,https://www.zillow.com/homedetails/809-Kinney-Ave-Austin-TX-78704/29324910_zpid/
7486,809 Ramos St.,78702,2,3,896500,28,7,2020,https://www.zillow.com/homedetails/809-Ramos-St-Austin-TX-78702/2078477752_zpid/
7487,8101 Baxter Springs Rd,78745,3,3,611300,21,3,2022,https://www.zillow.com/homedetails/8101-Baxter-Springs-Rd-Austin-TX-78745/58316316_zpid/
7488,8109 Almondsbury Ln,78748,3,3,590000,29,4,2021,https://www.zillow.com/homedetails/8109-Almondsbury-Ln-Austin-TX-78748/58316217_zpid/
7489,8109 Cobblestone,78735,4,3,1075600,13,6,2021,https://www.zillow.com/homedetails/8109-Cobblestone-Austin-TX-78735/60134329_zpid/
