,street_address,zipcode,num_bedrooms,num_bathrooms,home_price,latest_saledate,latest_salemonth,latest_saleyear,URL
7160,6104 Diamondleaf Bnd,78724,3,3,442500,20,9,2021,https://www.zillow.com/homedetails/6104-Diamondleaf-Bnd-Austin-TX-78724/305427159_zpid/
7161,6104 Rain Creek Pkwy,78759,4,3,1071100,3,11,2021,https://www.zillow.com/homedetails/6104-Rain-Creek-Pkwy-Austin-TX-78759/29365179_zpid/
7162,6104 Reicher Dr,78723,5,3,587500,2,4,2021,https://www.zillow.com/homedetails/6104-Reicher-Dr-Austin-TX-78723/29404344_zpid/
7163,6105 Twin Ledge Cv,78731,3,3,853500,11,5,2021,https://www.zillow.com/homedetails/6105-Twin-Ledge-Cv-Austin-TX-78731/29349516_zpid/
7164,6106 Cherrylawn Cir,78723,4,3,1044100,13,5,2021,https://www.zillow.com/homedetails/6106-Cherrylawn-Cir-Austin-TX-78723/29404312_zpid/
7165,6106 Shadow Valley Dr,78731,4,3,887000,22,4,2022,https://www.zillow.com/homedetails/6106-Shadow-Valley-Dr-Austin-TX-78731/29349395_zpid/
7166,6108 Bon Terra Dr,78731,4,3,1189400,25,2,2021,https://www.zillow.com/homedetails/6108-Bon-Terra-Dr-Austin-TX-78731/29348045_zpid/
7167,6108 Gardenridge Holw,78750,3,3,760400,7,1,2022,https://www.zillow.com/homedetails/6108-Gardenridge-Holw-Austin-TX-78750/58298436_zpid/
7168,610 Bernstein St #14,78745,3,3,584900,12,2,2021,https://www.zillow.com/homedetails/610-Bernstein-St-14-Austin-TX-78745/145655610_zpid/
7169,610 Blue Valley Dr,78748,3,3,577800,13,9,2021,https://www.zillow.com/homedetails/610-Blue-Valley-Dr-Austin-TX-78748/58316032_zpid/
7170,6112 Friendswood Dr,78723,3,3,811900,6,10,2021,https://www.zillow.com/homedetails/6112-Friendswood-Dr-Austin-TX-78723/251032338_zpid/
7171,6121 Florencia Ln,78724,3,3,,26,8,2021,https://www.zillow.com/homedetails/6121-Florencia-Ln-Austin-TX-78724/2086925141_zpid/
7172,613 Golden Bear Dr,78738,4,3,1623700,12,4,2022,https://www.zillow.com/homedetails/613-Golden-Bear-Dr-Austin-TX-78738/125916272_zpid/
7173,6141 Jumano Ln,78749,4,3,939000,28,9,2021,https://www.zillow.com/homedetails/6141-Jumano-Ln-Austin-TX-78749/29481526_zpid/
7174,6200 Hickman Ave #A,78723,3,3,887600,9,7,2021,https://www.zillow.com/homedetails/6200-Hickman-Ave-A-Austin-TX-78723/305426638_zpid/
7175,6201 Ledge Mountain Dr,78731,4,3,1588800,23,4,2021,https://www.zillow.com/homedetails/6201-Ledge-Mountain-Dr-Austin-TX-78731/29349462_zpid/
7176,6201 River Place Blvd APT 9,78730,2,3,640600,16,2,2022,https://www.zillow.com/homedetails/6201-River-Place-Blvd-APT-9-Austin-TX-78730/70352749_zpid/
7177,6201 Woodrow Ave #A,78757,2,3,784400,14,4,2022,https://www.zillow.com/homedetails/6201-Woodrow-Ave-A-Austin-TX-78757/70353775_zpid/
7178,6204 Florencia Ln,78724,3,3,798500,29,7,2021,https://www.zillow.com/homedetails/6204-Florencia-Ln-Austin-TX-78724/306647672_zpid/
7179,6204 Hill Forest Dr,78749,4,3,696200,31,8,2021,https://www.zillow.com/homedetails/6204-Hill-Forest-Dr-Austin-TX-78749/29480802_zpid/
7180,6204 Skahan Ln,78739,5,3,1167200,15,3,2021,https://www.zillow.com/homedetails/6204-Skahan-Ln-Austin-TX-78739/29505253_zpid/
7181,6208 Perlita Dr,78724,3,3,535300,19,4,2022,https://www.zillow.com/homedetails/6208-Perlita-Dr-Austin-TX-78724/70326806_zpid/
7182,6209 Edwards Mountain Cv,78731,4,3,1882200,12,11,2021,https://www.zillow.com/homedetails/6209-Edwards-Mountain-Cv-Austin-TX-78731/29348081_zpid/
7183,6210 Hickman Ave #A,78723,3,3,908000,12,7,2021,https://www.zillow.com/homedetails/6210-Hickman-Ave-A-Austin-TX-78723/2078642094_zpid/
7184,621 Merion Dr,78737,4,3,906800,6,11,2020,https://www.zillow.com/homedetails/621-Merion-Dr-Austin-TX-78737/243292640_zpid/
7185,629 Amesbury Ln,78752,3,3,665800,20,8,2021,https://www.zillow.com/homedetails/629-Amesbury-Ln-Austin-TX-78752/29417322_zpid/
7186,6301 Graymont Dr,78754,3,3,,4,11,2021,https://www.zillow.com/homedetails/6301-Graymont-Dr-Austin-TX-78754/2087916765_zpid/
7187,6302 Ames Ct,78739,4,3,894800,1,12,2021,https://www.zillow.com/homedetails/6302-Ames-Ct-Austin-TX-78739/29502086_zpid/
7188,6303 John Chisum Ln,78749,4,3,802600,29,4,2022,https://www.zillow.com/homedetails/6303-John-Chisum-Ln-Austin-TX-78749/29484239_zpid/
7189,6305 Whitemarsh Valley Walk,78746,4,3,1664000,7,3,2022,https://www.zillow.com/homedetails/6305-Whitemarsh-Valley-Walk-Austin-TX-78746/29331046_zpid/
7190,6307 Needham Ln,78739,4,3,1172900,16,4,2021,https://www.zillow.com/homedetails/6307-Needham-Ln-Austin-TX-78739/29505019_zpid/
7191,6312 Steer Trl,78749,3,3,815800,9,7,2021,https://www.zillow.com/homedetails/6312-Steer-Trl-Austin-TX-78749/29479047_zpid/
7192,6317 Gato Path,78731,3,3,1282900,26,7,2021,https://www.zillow.com/homedetails/6317-Gato-Path-Austin-TX-78731/29353272_zpid/
7193,6317 Minnoch Ln,78754,5,3,501400,11,5,2021,https://www.zillow.com/homedetails/6317-Minnoch-Ln-Austin-TX-78754/241932021_zpid/
7194,6321 Kedington St,78747,3,3,534600,24,3,2022,https://www.zillow.com/homedetails/6321-Kedington-St-Austin-TX-78747/80104495_zpid/
7195,6321 Tasajillo Trl,78739,3,3,895500,3,3,2022,https://www.zillow.com/homedetails/6321-Tasajillo-Trl-Austin-TX-78739/64654335_zpid/
7196,633 Merion Dr,78737,3,3,1022900,28,4,2021,https://www.zillow.com/homedetails/633-Merion-Dr-Austin-TX-78737/202137183_zpid/
7197,635 Harris Dr,78737,3,3,740000,20,3,2020,https://www.zillow.com/homedetails/635-Harris-Dr-Austin-TX-78737/114156986_zpid/
7198,6401 Llano Stage Trail,78738,4,3,822200,10,9,2021,https://www.zillow.com/homedetails/6401-Llano-Stage-Trail-Austin-TX-78738/2092366636_zpid/
7199,6405 Middleham Pl,78745,4,3,778100,19,3,2021,https://www.zillow.com/homedetails/6405-Middleham-Pl-Austin-TX-78745/29494620_zpid/
7200,6408 Indian Canyon Dr,78746,4,3,1785700,5,5,2021,https://www.zillow.com/homedetails/6408-Indian-Canyon-Dr-Austin-TX-78746/29332891_zpid/
7201,6408 Kedington St,78747,5,3,532100,28,10,2021,https://www.zillow.com/homedetails/6408-Kedington-St-Austin-TX-78747/79981894_zpid/
7202,6410 Chimney Creek Cir #B,78723,3,3,421100,9,3,2021,https://www.zillow.com/homedetails/6410-Chimney-Creek-Cir-B-Austin-TX-78723/29405901_zpid/
7203,6413 Forest Hills Dr UNIT C,78746,4,3,1231700,13,9,2021,https://www.zillow.com/homedetails/6413-Forest-Hills-Dr-UNIT-C-Austin-TX-78746/119622098_zpid/
7204,6421 Westside Dr,78731,3,3,1053300,21,4,2021,https://www.zillow.com/homedetails/6421-Westside-Dr-Austin-TX-78731/29347813_zpid/
7205,6425 Marble Creek Loop,78747,3,3,458100,22,11,2021,https://www.zillow.com/homedetails/6425-Marble-Creek-Loop-Austin-TX-78747/64718959_zpid/
7206,649 Ledge Stone Dr,78737,4,3,,2,2,2021,https://www.zillow.com/homedetails/649-Ledge-Stone-Dr-Austin-TX-78737/2076823810_zpid/
7207,64 White Magnolia Cir,78734,4,3,577800,19,8,2021,https://www.zillow.com/homedetails/64-White-Magnolia-Cir-Austin-TX-78734/63834738_zpid/
7208,6504 Danwood Dr,78759,3,3,954000,22,11,2021,https://www.zillow.com/homedetails/6504-Danwood-Dr-Austin-TX-78759/29367853_zpid/
7209,6505 Augusta National Dr,78746,4,3,1860700,8,7,2021,https://www.zillow.com/homedetails/6505-Augusta-National-Dr-Austin-TX-78746/29333024_zpid/
7210,6507 Corpus Christi Dr,78729,3,3,640500,28,4,2022,https://www.zillow.com/homedetails/6507-Corpus-Christi-Dr-Austin-TX-78729/29377159_zpid/
7211,6508 Llano Stage Trl,78738,4,3,,21,4,2021,https://www.zillow.com/homedetails/6508-Llano-Stage-Trl-Austin-TX-78738/2093092354_zpid/
7212,6508 Llano Stage Trl,78738,4,3,955100,21,4,2021,https://www.zillow.com/homedetails/6508-Llano-Stage-Trl-Austin-TX-78738/251029800_zpid/
7213,6508 Loretta White,78744,4,3,538200,25,2,2022,https://www.zillow.com/homedetails/6508-Loretta-White-Austin-TX-78744/249890641_zpid/
7214,650 Mendocino Ln,78737,4,3,865300,20,10,2020,https://www.zillow.com/homedetails/650-Mendocino-Ln-Austin-TX-78737/243293496_zpid/
7215,6510 Corpus Christi Dr,78729,4,3,611800,16,9,2021,https://www.zillow.com/homedetails/6510-Corpus-Christi-Dr-Austin-TX-78729/29377018_zpid/
7216,6513 Alum Rock Cv,78747,3,3,436700,18,3,2022,https://www.zillow.com/homedetails/6513-Alum-Rock-Cv-Austin-TX-78747/70342200_zpid/
7217,6520 Marble Creek Loop,78747,4,3,596100,3,5,2021,https://www.zillow.com/homedetails/6520-Marble-Creek-Loop-Austin-TX-78747/60138528_zpid/
7218,6525 Quinton Dr,78747,3,3,568100,16,6,2021,https://www.zillow.com/homedetails/6525-Quinton-Dr-Austin-TX-78747/70342261_zpid/
7219,6537 Tasajillo Trl,78739,4,3,821300,8,11,2021,https://www.zillow.com/homedetails/6537-Tasajillo-Trl-Austin-TX-78739/58315792_zpid/
7220,6539 Aden Ln,78739,4,3,1141300,3,12,2021,https://www.zillow.com/homedetails/6539-Aden-Ln-Austin-TX-78739/29508195_zpid/
7221,6600 Bradley Dr,78723,5,3,1081600,22,4,2022,https://www.zillow.com/homedetails/6600-Bradley-Dr-Austin-TX-78723/29408347_zpid/
7222,6600 Doyal Dr,78747,3,3,436400,11,2,2022,https://www.zillow.com/homedetails/6600-Doyal-Dr-Austin-TX-78747/63234301_zpid/
7223,6600 Walebridge Ln,78739,4,3,1059200,28,2,2022,https://www.zillow.com/homedetails/6600-Walebridge-Ln-Austin-TX-78739/58316510_zpid/
7224,6601 Paseo San Lucas Ln,78744,4,3,578000,30,11,2021,https://www.zillow.com/homedetails/6601-Paseo-San-Lucas-Ln-Austin-TX-78744/249890646_zpid/
7225,6602 Mesa Hollow Dr,78750,2,3,687200,4,6,2021,https://www.zillow.com/homedetails/6602-Mesa-Hollow-Dr-Austin-TX-78750/29360942_zpid/
7226,6604 Bradley Dr,78723,4,3,1278200,6,4,2021,https://www.zillow.com/homedetails/6604-Bradley-Dr-Austin-TX-78723/29408345_zpid/
7227,6605 Alberta Cv,78739,4,3,1637500,28,4,2021,https://www.zillow.com/homedetails/6605-Alberta-Cv-Austin-TX-78739/29508184_zpid/
7228,6607 Bradley Dr,78723,4,3,939900,26,7,2021,https://www.zillow.com/homedetails/6607-Bradley-Dr-Austin-TX-78723/29408332_zpid/
7229,6609 May Shower Dr,78744,4,3,525600,6,7,2021,https://www.zillow.com/homedetails/6609-May-Shower-Dr-Austin-TX-78744/2084671076_zpid/
7230,6609 Ranchito Dr,78744,4,3,602800,12,8,2021,https://www.zillow.com/homedetails/6609-Ranchito-Dr-Austin-TX-78744/248928396_zpid/
7231,6609 Stonleigh Pl,78744,3,3,,24,3,2022,https://www.zillow.com/homedetails/6609-Stonleigh-Pl-Austin-TX-78744/2067634821_zpid/
7232,6611 Corpus Christi Dr,78729,4,3,712500,23,12,2020,https://www.zillow.com/homedetails/6611-Corpus-Christi-Dr-Austin-TX-78729/29377148_zpid/
7233,6611 Lost Horizon Dr,78759,4,3,893300,29,11,2021,https://www.zillow.com/homedetails/6611-Lost-Horizon-Dr-Austin-TX-78759/29366566_zpid/
7234,6611 Wilton Cir,78745,4,3,760400,27,1,2022,https://www.zillow.com/homedetails/6611-Wilton-Cir-Austin-TX-78745/29488506_zpid/
7235,6616 Janes Ranch Rd,78744,4,3,631600,13,8,2021,https://www.zillow.com/homedetails/6616-Janes-Ranch-Rd-Austin-TX-78744/249890695_zpid/
7236,6616 Llano Stage Trl,78738,4,3,907800,24,6,2021,https://www.zillow.com/homedetails/6616-Llano-Stage-Trl-Austin-TX-78738/251035142_zpid/
7237,6621 Alleyton Dr,78725,3,3,687300,27,9,2021,https://www.zillow.com/homedetails/6621-Alleyton-Dr-Austin-TX-78725/125803346_zpid/
7238,6625 Tara Dr,78747,3,3,470000,22,10,2021,https://www.zillow.com/homedetails/6625-Tara-Dr-Austin-TX-78747/58311613_zpid/
7239,6628 E Hill Dr,78731,2,3,397500,8,8,2021,https://www.zillow.com/homedetails/6628-E-Hill-Dr-Austin-TX-78731/29349188_zpid/
7240,6647 Tasajillo Trl,78739,4,3,811800,16,9,2021,https://www.zillow.com/homedetails/6647-Tasajillo-Trl-Austin-TX-78739/64800362_zpid/
7241,664 Emma Loop,78737,4,3,1172200,9,4,2021,https://www.zillow.com/homedetails/664-Emma-Loop-Austin-TX-78737/125231036_zpid/
7242,6654 Whitemarsh Valley Walk,78746,3,3,1780500,22,3,2021,https://www.zillow.com/homedetails/6654-Whitemarsh-Valley-Walk-Austin-TX-78746/29332870_zpid/
7243,6700 Kings Point,78723,4,3,892500,20,7,2021,https://www.zillow.com/homedetails/6700-Kings-Point-Austin-TX-78723/29404482_zpid/
7244,6701 Aries Ln,78724,4,3,452100,13,8,2021,https://www.zillow.com/homedetails/6701-Aries-Ln-Austin-TX-78724/29401157_zpid/
7245,6704 Menchaca Rd #32,78745,3,3,618800,30,6,2021,https://www.zillow.com/homedetails/6704-Menchaca-Rd-32-Austin-TX-78745/61775108_zpid/
7246,6705 Maelin Cv,78739,4,3,1711100,9,4,2021,https://www.zillow.com/homedetails/6705-Maelin-Cv-Austin-TX-78739/64800766_zpid/
7247,6706 Beauford Dr,78750,4,3,1507700,18,8,2021,https://www.zillow.com/homedetails/6706-Beauford-Dr-Austin-TX-78750/29360903_zpid/
7248,6707 Telluride Trl,78749,4,3,806700,27,4,2022,https://www.zillow.com/homedetails/6707-Telluride-Trl-Austin-TX-78749/29484324_zpid/
7249,6708 Haswell Ln,78749,3,3,643600,3,5,2022,https://www.zillow.com/homedetails/6708-Haswell-Ln-Austin-TX-78749/29491945_zpid/
7250,6708 Menchaca Rd #6,78745,3,3,555900,30,11,2021,https://www.zillow.com/homedetails/6708-Menchaca-Rd-6-Austin-TX-78745/89550643_zpid/
7251,6712 Taomina Dr,78739,3,3,831100,18,3,2022,https://www.zillow.com/homedetails/6712-Taomina-Dr-Austin-TX-78739/331638921_zpid/
7252,6712 Township Trl,78759,4,3,1289600,21,9,2021,https://www.zillow.com/homedetails/6712-Township-Trl-Austin-TX-78759/29367664_zpid/
7253,6715 Windrift Way APT 16,78745,3,3,461300,28,3,2022,https://www.zillow.com/homedetails/6715-Windrift-Way-APT-16-Austin-TX-78745/70334835_zpid/
7254,6715 Windrift Way APT 20,78745,3,3,475900,13,1,2022,https://www.zillow.com/homedetails/6715-Windrift-Way-APT-20-Austin-TX-78745/70334839_zpid/
7255,6715 Windrift Way APT 7,78745,3,3,499400,9,12,2021,https://www.zillow.com/homedetails/6715-Windrift-Way-APT-7-Austin-TX-78745/70334827_zpid/
7256,6716 Vicenza Dr,78737,4,3,1196700,15,4,2021,https://www.zillow.com/homedetails/6716-Vicenza-Dr-Austin-TX-78737/250400934_zpid/
7257,6718 Silvermine Dr APT 1402,78736,2,3,302100,25,11,2021,https://www.zillow.com/homedetails/6718-Silvermine-Dr-APT-1402-Austin-TX-78736/29476012_zpid/
7258,6720 Lewiston Way,78724,4,3,516000,27,12,2021,https://www.zillow.com/homedetails/6720-Lewiston-Way-Austin-TX-78724/331628002_zpid/
7259,6723 Beauford Dr,78750,3,3,1438900,22,4,2021,https://www.zillow.com/homedetails/6723-Beauford-Dr-Austin-TX-78750/29358915_zpid/
7260,6726 Poncha Pass,78749,3,3,673500,12,10,2021,https://www.zillow.com/homedetails/6726-Poncha-Pass-Austin-TX-78749/29481657_zpid/
7261,6741 Sabrina Dr,78747,3,3,405900,15,9,2021,https://www.zillow.com/homedetails/6741-Sabrina-Dr-Austin-TX-78747/58311854_zpid/
7262,676 Mendocino Ln,78737,3,3,926500,24,6,2020,https://www.zillow.com/homedetails/676-Mendocino-Ln-Austin-TX-78737/243293485_zpid/
7263,6800 Empresa Dr,78738,4,3,600200,11,2,2022,https://www.zillow.com/homedetails/6800-Empresa-Dr-Austin-TX-78738/2068846881_zpid/
7264,6800 Llano Stage Trl,78738,3,3,993700,17,3,2021,https://www.zillow.com/homedetails/6800-Llano-Stage-Trl-Austin-TX-78738/251032091_zpid/
7265,6800 Menchaca Rd #17,78745,3,3,,8,2,2021,https://www.zillow.com/homedetails/6800-Menchaca-Rd-17-Austin-TX-78745/331630040_zpid/
7266,6801 Telluride Trl,78749,3,3,787100,27,1,2022,https://www.zillow.com/homedetails/6801-Telluride-Trl-Austin-TX-78749/29484318_zpid/
7267,6802 Shadywood Dr,78745,3,3,680900,9,7,2021,https://www.zillow.com/homedetails/6802-Shadywood-Dr-Austin-TX-78745/29497134_zpid/
7268,6804 Estana Ln,78739,4,3,895800,12,10,2021,https://www.zillow.com/homedetails/6804-Estana-Ln-Austin-TX-78739/119625960_zpid/
7269,6804 Marbrys Ridge Cv,78731,3,3,1555800,2,7,2021,https://www.zillow.com/homedetails/6804-Marbrys-Ridge-Cv-Austin-TX-78731/29353146_zpid/
7270,6805 Mesa Dr,78731,2,3,1266200,16,4,2021,https://www.zillow.com/homedetails/6805-Mesa-Dr-Austin-TX-78731/29351721_zpid/
7271,6807 Cougar Run,78731,2,3,760000,18,3,2021,https://www.zillow.com/homedetails/6807-Cougar-Run-Austin-TX-78731/29353828_zpid/
7272,6808 Tulane Dr,78723,3,3,763600,5,3,2021,https://www.zillow.com/homedetails/6808-Tulane-Dr-Austin-TX-78723/29407459_zpid/
7273,6809 Duquesne Dr,78723,3,3,1041900,25,5,2021,https://www.zillow.com/homedetails/6809-Duquesne-Dr-Austin-TX-78723/29408229_zpid/
7274,6814 E Riverside Dr #61,78741,4,3,610900,3,9,2021,https://www.zillow.com/homedetails/6814-E-Riverside-Dr-61-Austin-TX-78741/241937846_zpid/
7275,6817 Llano Stage Trl,78738,4,3,695900,20,8,2021,https://www.zillow.com/homedetails/6817-Llano-Stage-Trl-Austin-TX-78738/331622865_zpid/
7276,6824 Bay City Bnd,78725,4,3,745600,1,3,2022,https://www.zillow.com/homedetails/6824-Bay-City-Bnd-Austin-TX-78725/89548213_zpid/
7277,689 Wild Rose Dr,78737,4,3,786400,11,12,2019,https://www.zillow.com/homedetails/689-Wild-Rose-Dr-Austin-TX-78737/119622539_zpid/
7278,6900 Crestone Rd,78744,4,3,580400,30,6,2021,https://www.zillow.com/homedetails/6900-Crestone-Rd-Austin-TX-78744/119626058_zpid/
7279,6900 Telluride Trl,78749,3,3,874100,21,8,2021,https://www.zillow.com/homedetails/6900-Telluride-Trl-Austin-TX-78749/29481641_zpid/
7280,6902 Ligustrum Cv,78750,4,3,1128500,26,1,2021,https://www.zillow.com/homedetails/6902-Ligustrum-Cv-Austin-TX-78750/29359039_zpid/
7281,6905 Crosby Cir APT 6,78746,4,3,1075300,24,8,2021,https://www.zillow.com/homedetails/6905-Crosby-Cir-APT-6-Austin-TX-78746/29332937_zpid/
7282,6906 Halesboro Dr,78736,3,3,887000,2,5,2022,https://www.zillow.com/homedetails/6906-Halesboro-Dr-Austin-TX-78736/145656851_zpid/
7283,6907 La Salle Dr,78723,4,3,1028100,7,5,2021,https://www.zillow.com/homedetails/6907-La-Salle-Dr-Austin-TX-78723/29408649_zpid/
7284,6908 Sunderland Trl,78747,3,3,491100,9,11,2021,https://www.zillow.com/homedetails/6908-Sunderland-Trl-Austin-TX-78747/121655371_zpid/
7285,6909 Idea Rd,78741,3,3,728000,21,4,2022,https://www.zillow.com/homedetails/6909-Idea-Rd-Austin-TX-78741/250997664_zpid/
7286,6912 Cardinal Bloom Loop,78744,3,3,570200,16,9,2021,https://www.zillow.com/homedetails/6912-Cardinal-Bloom-Loop-Austin-TX-78744/241933079_zpid/
7287,6912 Llano Stage Trl,78738,3,3,,10,3,2021,https://www.zillow.com/homedetails/6912-Llano-Stage-Trl-Austin-TX-78738/2081463532_zpid/
7288,6913 Nubian Ln,78739,3,3,1056900,3,9,2021,https://www.zillow.com/homedetails/6913-Nubian-Ln-Austin-TX-78739/64803467_zpid/
7289,6921 Carver Ave #A,78752,3,3,742800,23,4,2021,https://www.zillow.com/homedetails/6921-Carver-Ave-A-Austin-TX-78752/145654766_zpid/
7290,7000 Cherry Beam Path,78744,3,3,603000,29,10,2021,https://www.zillow.com/homedetails/7000-Cherry-Beam-Path-Austin-TX-78744/241938217_zpid/
7291,7000 Colberg Ct,78749,4,3,987300,14,4,2022,https://www.zillow.com/homedetails/7000-Colberg-Ct-Austin-TX-78749/29487447_zpid/
7292,7000 Priscilla Dr,78752,4,3,1009978,6,5,2022,https://www.zillow.com/homedetails/7000-Priscilla-Dr-Austin-TX-78752/29415364_zpid/
7293,7001 Brick Slope Path,78744,4,3,711700,18,6,2021,https://www.zillow.com/homedetails/7001-Brick-Slope-Path-Austin-TX-78744/241933088_zpid/
7294,7001 Cherry Beam Path,78744,4,3,757200,12,2,2021,https://www.zillow.com/homedetails/7001-Cherry-Beam-Path-Austin-TX-78744/241933041_zpid/
7295,7004 Gentle Oak Dr,78749,4,3,956300,4,6,2021,https://www.zillow.com/homedetails/7004-Gentle-Oak-Dr-Austin-TX-78749/29481426_zpid/
7296,7004 Thistle Hill Way,78754,4,3,805200,3,9,2021,https://www.zillow.com/homedetails/7004-Thistle-Hill-Way-Austin-TX-78754/29421881_zpid/
7297,7005 Providence Ave #A,78752,3,3,760800,5,3,2021,https://www.zillow.com/homedetails/7005-Providence-Ave-A-Austin-TX-78752/145652868_zpid/
7298,7005 Rain Creek Pkwy,78759,4,3,1056400,22,4,2022,https://www.zillow.com/homedetails/7005-Rain-Creek-Pkwy-Austin-TX-78759/29366626_zpid/
7299,7008 Calpe Dr,78739,4,3,1059100,14,4,2021,https://www.zillow.com/homedetails/7008-Calpe-Dr-Austin-TX-78739/241931356_zpid/
7300,7009 Empresa Dr,78738,4,3,884800,30,12,2021,https://www.zillow.com/homedetails/7009-Empresa-Dr-Austin-TX-78738/331620852_zpid/
7301,700 W Mary St #1,78704,3,3,1606000,8,1,2021,https://www.zillow.com/homedetails/700-W-Mary-St-1-Austin-TX-78704/305433701_zpid/
7302,7011 Mountain Trl,78732,3,3,1239500,16,4,2021,https://www.zillow.com/homedetails/7011-Mountain-Trl-Austin-TX-78732/29368658_zpid/
7303,7012 Bending Oak Rd,78749,5,3,818400,23,6,2021,https://www.zillow.com/homedetails/7012-Bending-Oak-Rd-Austin-TX-78749/29481281_zpid/
7304,7016 Cromarty Cv,78754,4,3,641200,9,6,2021,https://www.zillow.com/homedetails/7016-Cromarty-Cv-Austin-TX-78754/70338698_zpid/
7305,7017 Gentle Oak Dr,78749,4,3,885100,9,7,2021,https://www.zillow.com/homedetails/7017-Gentle-Oak-Dr-Austin-TX-78749/29481446_zpid/
7306,701 Crystal Ter,78733,6,3,2435500,28,7,2021,https://www.zillow.com/homedetails/701-Crystal-Ter-Austin-TX-78733/58297801_zpid/
7307,701 Kingfisher Creek Dr,78748,3,3,548400,13,10,2021,https://www.zillow.com/homedetails/701-Kingfisher-Creek-Dr-Austin-TX-78748/29515255_zpid/
7308,7025 Estana Ln,78739,3,3,1024700,27,7,2021,https://www.zillow.com/homedetails/7025-Estana-Ln-Austin-TX-78739/119631298_zpid/
7309,7028 Estana Ln,78739,4,3,964300,19,7,2021,https://www.zillow.com/homedetails/7028-Estana-Ln-Austin-TX-78739/119632860_zpid/
7310,7029 Llano Stage Trl,78738,3,3,758300,18,2,2022,https://www.zillow.com/homedetails/7029-Llano-Stage-Trl-Austin-TX-78738/331622868_zpid/
7311,7032 Estana Ln,78739,5,3,968600,27,8,2021,https://www.zillow.com/homedetails/7032-Estana-Ln-Austin-TX-78739/119623475_zpid/
7312,7036 Auckland Dr,78749,4,3,945400,14,2,2022,https://www.zillow.com/homedetails/7036-Auckland-Dr-Austin-TX-78749/29492169_zpid/
7313,703 E 32nd St,78705,2,3,1191000,16,8,2021,https://www.zillow.com/homedetails/703-E-32nd-St-Austin-TX-78705/29395901_zpid/
7314,703 Keasbey St,78751,4,3,1510700,21,4,2022,https://www.zillow.com/homedetails/703-Keasbey-St-Austin-TX-78751/29400686_zpid/
7315,704 Harris Ave,78705,4,3,1847600,16,7,2021,https://www.zillow.com/homedetails/704-Harris-Ave-Austin-TX-78705/29397514_zpid/
7316,7056 Comanche Trl,78732,3,3,1878000,2,4,2021,https://www.zillow.com/homedetails/7056-Comanche-Trl-Austin-TX-78732/29366873_zpid/
7317,705 Jessie St,78704,5,3,2657400,26,7,2021,https://www.zillow.com/homedetails/705-Jessie-St-Austin-TX-78704/29324859_zpid/
7318,705 N Bluff Dr UNIT 12,78745,3,3,718900,24,2,2021,https://www.zillow.com/homedetails/705-N-Bluff-Dr-UNIT-12-Austin-TX-78745/251035006_zpid/
7319,706 Highland Ave,78703,4,3,2260000,26,2,2021,https://www.zillow.com/homedetails/706-Highland-Ave-Austin-TX-78703/29327337_zpid/
7320,707 Cardinal Ln APT H1,78704,2,3,778300,19,10,2021,https://www.zillow.com/homedetails/707-Cardinal-Ln-APT-H1-Austin-TX-78704/119620092_zpid/
7321,70 Rainey St #2306,78701,3,3,2476800,12,2,2021,https://www.zillow.com/homedetails/70-Rainey-St-2306-Austin-TX-78701/306644598_zpid/
7322,70 Rainey St #3004,78701,2,3,2731200,22,2,2021,https://www.zillow.com/homedetails/70-Rainey-St-3004-Austin-TX-78701/306644679_zpid/
7323,70 Rainey St #3104,78701,2,3,2906800,1,3,2021,https://www.zillow.com/homedetails/70-Rainey-St-3104-Austin-TX-78701/306644638_zpid/
7324,7104 Cardinal Bloom Loop,78744,4,3,772000,30,11,2021,https://www.zillow.com/homedetails/7104-Cardinal-Bloom-Loop-Austin-TX-78744/145658627_zpid/
7325,7104 Red Maple Cv,78759,4,3,1269100,15,3,2022,https://www.zillow.com/homedetails/7104-Red-Maple-Cv-Austin-TX-78759/29366621_zpid/
7326,7105 Boyle Dr,78724,3,3,718700,11,2,2022,https://www.zillow.com/homedetails/7105-Boyle-Dr-Austin-TX-78724/70334254_zpid/
7327,7109 Wheeler Branch Trl,78749,4,3,771500,30,12,2021,https://www.zillow.com/homedetails/7109-Wheeler-Branch-Trl-Austin-TX-78749/60138713_zpid/
7328,7111 Terrazzo Cottage Ct,78744,3,3,,8,4,2022,https://www.zillow.com/homedetails/7111-Terrazzo-Cottage-Ct-Austin-TX-78744/2067954852_zpid/
7329,7111 Townsborough Dr,78724,4,3,557200,23,7,2021,https://www.zillow.com/homedetails/7111-Townsborough-Dr-Austin-TX-78724/58301472_zpid/
7330,7114 Thannas Way,78744,3,3,477600,11,6,2021,https://www.zillow.com/homedetails/7114-Thannas-Way-Austin-TX-78744/70357292_zpid/
7331,7117 Cherry Beam Path,78744,3,3,616800,14,1,2021,https://www.zillow.com/homedetails/7117-Cherry-Beam-Path-Austin-TX-78744/241933035_zpid/
7332,712 E 44th St APT A,78751,4,3,869800,31,8,2021,https://www.zillow.com/homedetails/712-E-44th-St-APT-A-Austin-TX-78751/29400695_zpid/
7333,7149 Las Ventanas Dr,78731,3,3,1214600,22,4,2021,https://www.zillow.com/homedetails/7149-Las-Ventanas-Dr-Austin-TX-78731/29355927_zpid/
